;estado;cidade;populacao;pib;pib_percapita
803;RIO GRANDE DO SUL;Maratá;2542;41028.81640625;16140.37011719
804;RIO GRANDE DO SUL;Itatiba do Sul;4521;41907.8359375;9269.58984375
805;RIO GRANDE DO NORTE;Monte Alegre;21448;93939.8125;4379.89013672
806;PARANÁ;Rondon;9465;168663.46875;17819.69921875
807;SERGIPE;Canhoba;4025;21683.1015625;5387.10986328
808;SÃO PAULO;São Bento do Sapucaí;10966;91414.5625;8336.1796875
809;MINAS GERAIS;Cabeceira Grande;6600;130424.5234375;19761.2890625
810;PARANÁ;Lobato;4405;131726.28125;29903.81054688
811;PIAUÍ;Flores do Piauí;4615;16121.22167969;3493.2199707
812;RIO GRANDE DO SUL;Eldorado do Sul;33668;651200.6875;19341.83007812
813;SANTA CATARINA;Ascurra;6945;89889.0078125;12942.98046875
814;RIO GRANDE DO SUL;São José do Herval;2549;23923.03320312;9385.25976562
815;PIAUÍ;Tanque do Piauí;2714;12196.9140625;4494.06982422
816;PARAÍBA;Malta;5800;22847.53320312;3939.22998047
817;MATO GROSSO;Ipiranga do Norte;4641;343376.0;73987.5078125
818;CEARÁ;Granja;53952;164077.84375;3041.17993164
819;MINAS GERAIS;Senhora de Oliveira;5873;30052.00976562;5116.97998047
820;RIO GRANDE DO SUL;Redentora;10170;69031.109375;6787.72021484
821;MINAS GERAIS;Presidente Olegário;18989;244568.890625;12879.5
822;ESPIRITO SANTO;São Domingos do Norte;8205;88457.796875;10780.95996094
823;MATO GROSSO;Lucas do Rio Verde;33556;1809788.125;53933.37109375
824;PIAUÍ;São Miguel da Baixa Grande;2153;7714.59814453;3583.18994141
825;ALAGOAS;Taquarana;18848;67490.1875;3580.76000977
826;PARANÁ;Janiópolis;6983;80220.6484375;11487.99023438
827;BAHIA;Rio de Contas;13816;55162.2109375;3992.62988281
828;RONDÔNIA;Ji-Paraná;111010;1401586.375;12625.76953125
829;CEARÁ;Martinópole;11118;30235.43359375;2719.5
830;GOIÁS;Aparecida de Goiânia;510770;4601373.0;9008.70019531
831;SÃO PAULO;Limeira;281583;5752286.0;20428.38085938
832;SANTA CATARINA;Porto União;33408;281775.84375;8434.37988281
833;BAHIA;Camacan;31113;147744.5625;4748.64013672
834;MINAS GERAIS;Heliodora;6295;56588.3671875;8989.41992188
835;SÃO PAULO;Socorro;34447;400702.0625;11632.41992188
836;TOCANTINS;Xambioá;11099;117627.1328125;10597.99023438
837;ESPIRITO SANTO;Águia Branca;9503;94435.375;9937.4296875
838;RIO GRANDE DO SUL;Três de Maio;23893;417949.59375;17492.55078125
839;RIO GRANDE DO SUL;Colorado;3771;92533.3671875;24538.15039062
840;BAHIA;Nova Soure;26874;79305.59375;2951.02001953
841;MATO GROSSO DO SUL;Amambai;34986;355782.875;10169.29003906
842;BAHIA;Canápolis;11136;32292.515625;2899.83007812
844;TOCANTINS;Divinópolis do Tocantins;6623;49289.7421875;7442.20996094
845;PARANÁ;Farol;3354;60915.0390625;18161.91015625
846;AMAPÁ;Itaubal;3650;32050.08203125;8780.83984375
847;SÃO PAULO;Rio Claro;191886;4522812.5;23570.31054688
848;PARANÁ;Rebouças;14637;100907.65625;6894.00976562
849;MATO GROSSO;Nova Olímpia;20944;231758.859375;11065.63964844
850;BAHIA;Saubara;11632;58806.34765625;5055.56982422
851;BAHIA;Contendas do Sincorá;3886;18747.91796875;4824.47998047
852;MINAS GERAIS;Cordisburgo;9465;64878.32421875;6854.54980469
853;SÃO PAULO;Bofete;9375;116283.3046875;12403.54980469
854;PARANÁ;Guaratuba;32806;301245.90625;9182.65039062
856;BAHIA;Morpará;8871;34771.55859375;3919.68994141
857;BAHIA;Pau Brasil;12342;41465.12109375;3359.67993164
858;BAHIA;São Desidério;27513;981035.875;35657.1796875
859;MINAS GERAIS;Guanhães;30638;258099.421875;8424.16015625
860;SÃO PAULO;Tupã;64098;926208.5;14449.87988281
861;MINAS GERAIS;Gouveia;11927;77429.0859375;6491.91992188
862;MINAS GERAIS;Itanhandu;15253;181915.40625;11926.53027344
863;BAHIA;Aurelino Leal;14280;57520.3515625;4028.04003906
864;PARANÁ;Rio Branco do Ivaí;4006;42996.23828125;10732.95996094
865;SÃO PAULO;Cerqueira César;17337;242703.625;13999.16992188
866;CEARÁ;Hidrolândia;19252;76112.5234375;3953.48999023
867;MATO GROSSO;Vera;9502;234282.15625;24656.08984375
868;PARÁ;Mãe do Rio;29087;144473.65625;4966.95019531
869;MINAS GERAIS;Novo Cruzeiro;31319;112729.171875;3599.38989258
870;PARAÍBA;Caiçara;7535;30622.7109375;4064.06005859
871;PIAUÍ;Juazeiro do Piauí;4941;17748.00585938;3591.98999023
872;RIO GRANDE DO NORTE;Upanema;13334;81584.1875;6118.50976562
873;SÃO PAULO;Cruzeiro;79957;1022254.625;12785.05957031
874;MINAS GERAIS;Pará de Minas;84264;1348007.875;15997.44042969
875;BAHIA;Conde;23166;88530.46875;3821.57006836
876;SÃO PAULO;Sandovalina;3387;224719.375;66347.6171875
877;SÃO PAULO;Fartura;14969;162512.703125;10856.62011719
878;ALAGOAS;Teotônio Vilela;41935;186967.0625;4458.5
879;MINAS GERAIS;São Tiago;10645;69510.375;6529.85986328
880;SANTA CATARINA;Schroeder;14000;185846.4375;13274.75
881;MINAS GERAIS;Cruzeiro da Fortaleza;3897;47836.796875;12275.29003906
882;RIO GRANDE DO SUL;Nova Petrópolis;18631;343135.90625;18417.47070312
883;RIO GRANDE DO SUL;Viamão;260740;1838203.875;7049.95019531
884;ALAGOAS;Canapi;18397;53345.25390625;2899.66992188
885;PARANÁ;Indianópolis;4258;125971.8359375;29584.74023438
886;SÃO PAULO;Pirassununga;71470;1306196.375;18276.15039062
887;TOCANTINS;Dueré;4618;69654.3359375;15083.23046875
888;TOCANTINS;Recursolândia;3839;22405.10351562;5836.18017578
889;BAHIA;Belmonte;22553;136881.390625;6069.31982422
890;MINAS GERAIS;Ingaí;2580;33600.8828125;13023.59960938
891;SÃO PAULO;Lavínia;9445;98269.296875;10404.37011719
892;RONDÔNIA;Vilhena;69866;1187763.5;17000.58984375
893;MARANHÃO;Milagres do Maranhão;7854;34294.28515625;4366.47021484
894;BAHIA;Pojuca;32225;688526.25;21366.2109375
895;AMAPÁ;Pracuúba;3658;32157.5078125;8791.00976562
896;SERGIPE;Macambira;6554;29790.82617188;4545.43994141
897;RIO GRANDE DO SUL;Novo Barreiro;3989;42512.2578125;10657.37011719
898;SERGIPE;Campo do Brito;16745;83699.1015625;4998.45019531
899;MINAS GERAIS;Munhoz;6419;53477.828125;8331.1796875
900;TOCANTINS;Pau D'arco;4964;36173.8828125;7287.24023438
901;SÃO PAULO;Pedra Bela;6142;52908.13671875;8614.15039062
902;SÃO PAULO;Botucatu;130348;2317107.75;17776.3203125
903;PERNAMBUCO;Capoeiras;19936;82538.9375;4140.20019531
904;MINAS GERAIS;Serranos;2130;15636.30761719;7340.99023438
905;BAHIA;Banzaê;11157;36750.9375;3293.97998047
906;SÃO PAULO;Guararema;26974;429408.71875;15919.36035156
907;PARAÍBA;Brejo dos Santos;5899;23582.4609375;3997.69995117
908;SÃO PAULO;Flora Rica;2029;31833.52148438;15689.26953125
909;GOIÁS;São Simão;14373;1256673.375;87432.921875
910;MINAS GERAIS;Monjolos;2311;19219.6640625;8316.59960938
911;MARANHÃO;Nina Rodrigues;10527;33562.359375;3188.2199707
912;SÃO PAULO;Santo Antônio de Posse;21247;314125.59375;14784.46972656
913;ESPIRITO SANTO;Marilândia;10676;102197.3515625;9572.62988281
914;RIO GRANDE DO SUL;Pinhal Grande;4581;121017.078125;26417.16992188
915;RIO GRANDE DO SUL;Nova Santa Rita;22818;387144.1875;16966.609375
916;BAHIA;Ituberá;24169;132642.828125;5488.14013672
917;SÃO PAULO;Lucianópolis;2443;27770.9140625;11367.54980469
918;MARANHÃO;Colinas;36787;132661.1875;3606.19995117
919;MINAS GERAIS;Quartel Geral;3353;37022.59375;11041.62988281
920;MATO GROSSO DO SUL;Sidrolândia;41261;568997.6875;13790.20996094
921;PARAÍBA;Montadas;4750;19880.31054688;4185.33007812
922;MINAS GERAIS;Goiabeira;3239;18610.78320312;5745.83984375
923;SÃO PAULO;Santa Bárbara d'Oeste;189573;3115531.0;16434.47070312
924;PIAUÍ;Landri Sales;5753;27500.9921875;4780.29003906
925;TOCANTINS;Itapiratins;3543;37919.55078125;10702.66992188
926;PIAUÍ;Isaías Coelho;8043;25114.17578125;3122.48999023
927;CEARÁ;Horizonte;54362;1067819.0;19642.75
928;MATO GROSSO;Nobres;15315;218158.0625;14244.73046875
929;MINAS GERAIS;Jaboticatubas;16513;94075.4296875;5697.04980469
930;CEARÁ;Pacajus;59689;464257.5;7777.93994141
931;MINAS GERAIS;Divinolândia de Minas;7023;31904.875;4542.91015625
932;MINAS GERAIS;Delfim Moreira;8047;44194.08984375;5492.0
933;CEARÁ;Ibiapina;24125;129953.6171875;5386.68017578
934;PARANÁ;Maringá;335511;7284400.5;21711.359375
935;MINAS GERAIS;São Gonçalo do Rio Preto;3269;16782.6171875;5133.87011719
936;BAHIA;Eunápolis;99553;1228962.0;12344.79980469
937;PIAUÍ;Massapê do Piauí;6672;17572.79296875;2633.81005859
938;ACRE;Tarauacá;33883;258505.0625;7629.33984375
939;SANTA CATARINA;Guaramirim;31910;1326661.625;41575.109375
940;PARÁ;São Félix do Xingu;67208;373894.5;5563.24023438
941;PARANÁ;Colombo;247268;1866142.625;7547.04003906
942;AMAZONAS;Apuí;18597;146993.34375;7904.14013672
943;SANTA CATARINA;Presidente Nereu;2324;34406.22265625;14804.74023438
944;RIO GRANDE DO SUL;Candiota;8576;246858.09375;28784.75976562
945;MARANHÃO;Belágua;5953;26266.54492188;4412.31982422
946;PARANÁ;Contenda;15728;147587.84375;9383.75976562
947;PARANÁ;Nova América da Colina;3331;46741.29296875;14032.20996094
948;SÃO PAULO;Itirapina;14829;170254.15625;11481.16015625
949;MINAS GERAIS;Frei Gaspar;6649;35063.94140625;5273.56982422
950;RONDÔNIA;Alto Alegre dos Parecis;11875;160794.796875;13540.61035156
951;GOIÁS;Caldas Novas;67588;790987.125;11703.0703125
952;MINAS GERAIS;Marilac;4394;25136.25195312;5720.58984375
953;PARAÍBA;Santana dos Garrotes;7817;29104.87109375;3723.2800293
954;MINAS GERAIS;Funilândia;3852;27009.6640625;7011.85009766
955;GOIÁS;São Luíz do Norte;4456;51386.2734375;11531.9296875
956;ESPIRITO SANTO;Jaguaré;23472;330817.40625;14094.12988281
957;RIO GRANDE DO SUL;Estação;6253;111788.109375;17877.51953125
958;MATO GROSSO;Campo Verde;28147;1152314.875;40939.171875
959;RIO GRANDE DO NORTE;Itajá;6629;34752.63671875;5242.52001953
960;MINAS GERAIS;Três Corações;75776;1344211.5;17739.27929688
961;RIO GRANDE DO SUL;Lagoa Bonita do Sul;2759;40239.54296875;14584.83007812
962;ACRE;Mâncio Lima;14774;103294.7421875;6991.66015625
963;BAHIA;Manoel Vitorino;14138;49992.703125;3536.05004883
964;SÃO PAULO;Guaraçaí;8657;96547.890625;11152.58007812
965;PARÁ;Curuçá;36748;106017.2265625;2884.97998047
966;RIO GRANDE DO SUL;Boa Vista do Incra;2583;73120.8984375;28308.51953125
967;CEARÁ;Choró;13439;42342.9296875;3150.75
968;PIAUÍ;Várzea Grande;4560;14614.19238281;3204.87011719
969;RIO GRANDE DO SUL;Ametista do Sul;8538;53460.91015625;6261.52978516
970;SÃO PAULO;Luís Antônio;11924;613366.0;51439.62109375
971;GOIÁS;Santa Fé de Goiás;4882;105659.59375;21642.68945312
972;MATO GROSSO;Araguaiana;2996;51094.03125;17054.08007812
973;RIO GRANDE DO SUL;Mata;5386;50877.265625;9446.20996094
974;PARANÁ;Saudade do Iguaçu;5187;326671.84375;62978.9609375
975;PARAÍBA;Sapé;47682;242950.71875;5095.22998047
976;ALAGOAS;Olho D'Água Grande;4963;16447.203125;3313.95996094
977;TOCANTINS;Araguaína;119637;1582446.875;13227.0703125
978;PARANÁ;Sertanópolis;16103;281340.8125;17471.33007812
979;ESPIRITO SANTO;Água Doce do Norte;12091;90734.359375;7504.29003906
980;MARANHÃO;Matões;29386;80207.625;2729.44995117
981;SÃO PAULO;São Bernardo do Campo;810979;28935768.0;35680.05078125
982;RIO GRANDE DO SUL;Porto Alegre;1436123;37787912.0;26312.44921875
983;RIO GRANDE DO SUL;Ubiretama;2451;35365.5703125;14429.04003906
984;SANTA CATARINA;Apiúna;10996;226588.625;20606.4609375
985;ALAGOAS;Branquinha;12215;42036.96875;3441.41992188
986;RIO GRANDE DO SUL;Ibiaçá;4796;86526.078125;18041.30078125
987;RIO GRANDE DO SUL;Gaurama;6232;95305.984375;15293.0
988;MINAS GERAIS;Itaipé;12072;52865.796875;4379.20996094
989;TOCANTINS;Chapada de Areia;1273;11322.53808594;8894.37011719
990;SÃO PAULO;Santo Antônio do Aracanguá;7335;191874.171875;26158.72070312
991;RIO GRANDE DO SUL;São Leopoldo;211663;3302153.0;15600.99023438
992;PERNAMBUCO;São José do Belmonte;34118;121956.0546875;3574.54003906
993;MINAS GERAIS;Mendes Pimentel;6684;36886.0078125;5518.54980469
994;CEARÁ;Deputado Irapuan Pinheiro;9615;33583.828125;3492.86010742
995;MINAS GERAIS;São João do Manteninha;5132;29055.21289062;5661.58007812
996;PARAÍBA;Juripiranga;10605;49805.71875;4696.43994141
997;SÃO PAULO;Tietê;36211;785465.8125;21691.359375
998;RIO GRANDE DO SUL;Canoas;332056;16444476.0;49523.19921875
999;BAHIA;Santo Estêvão;46855;264766.96875;5650.77001953
1000;CEARÁ;Croatá;18246;71450.75;3915.9699707
1001;MINAS GERAIS;Arcos;36455;482077.875;13223.91992188
1002;SÃO PAULO;Amparo;65928;1783702.875;27055.3203125
1003;SÃO PAULO;Piracaia;22740;241701.421875;10628.91015625
1004;PARAÍBA;Arara;12804;44775.48046875;3496.98999023
1005;MARANHÃO;Santo Amaro do Maranhão;11693;30778.828125;2632.23999023
1006;MINAS GERAIS;Iraí de Minas;6605;94414.4609375;14294.38964844
1007;PIAUÍ;Itaueira;10904;46700.63671875;4282.89013672
1008;CEARÁ;Lavras da Mangabeira;30524;105865.5078125;3468.27001953
1009;MINAS GERAIS;Mesquita;6641;27821.90820312;4189.41992188
1010;PARANÁ;Congonhinhas;9035;77596.3203125;8588.41015625
1011;RIO GRANDE DO SUL;Três Forquilhas;3128;26717.39453125;8541.37011719
1012;MINAS GERAIS;São José da Varginha;4070;49623.1796875;12192.4296875
1013;MARANHÃO;Miranda do Norte;18494;63276.82421875;3421.47998047
1014;SANTA CATARINA;São José;201746;4193678.75;20786.91992188
1015;MINAS GERAIS;União de Minas;4735;90277.6328125;19066.02929688
1016;PARANÁ;Siqueira Campos;17411;160973.765625;9245.51953125
1017;SÃO PAULO;Indiana;4751;37543.671875;7902.27001953
1018;PARÁ;Anapu;20421;77226.921875;3781.73999023
1019;PARÁ;Ponta de Pedras;26445;76088.96875;2877.25
1020;SANTA CATARINA;São Cristovão do Sul;5087;62822.234375;12349.55957031
1021;BAHIA;Novo Horizonte;11092;37422.05078125;3373.79003906
1022;BAHIA;Dom Macedo Costa;3951;16689.80078125;4224.20019531
1023;SANTA CATARINA;Camboriú;57793;445473.53125;7708.08984375
1024;SANTA CATARINA;Içara;57103;949617.0625;16629.90039062
1025;BAHIA;Ponto Novo;14734;59006.53125;4004.79003906
1026;PARANÁ;Lapa;42933;594210.5625;13840.41992188
1027;RIO GRANDE DO SUL;Barão do Triunfo;7246;70817.5625;9773.33007812
1028;PERNAMBUCO;Belo Jardim;74028;698774.375;9439.33007812
1029;SÃO PAULO;Santo André;673396;14709603.0;21843.91015625
1030;BAHIA;Botuporã;11048;37949.63671875;3434.97998047
1031;MINAS GERAIS;Pedra Dourada;2241;14989.85351562;6688.91015625
1032;MINAS GERAIS;Taquaraçu de Minas;3950;28968.6796875;7333.83984375
1033;PERNAMBUCO;Sairé;14194;61301.90234375;4318.85986328
1034;MINAS GERAIS;Fernandes Tourinho;2713;18352.87109375;6764.79003906
1035;PARANÁ;Diamante D'Oeste;5129;43355.59765625;8453.03027344
1036;BAHIA;Santa Maria da Vitória;41758;183714.421875;4399.5
1037;MINAS GERAIS;Ataléia;15162;84267.8125;5557.83007812
1038;CEARÁ;Viçosa do Ceará;56673;188837.171875;3332.05004883
1039;RIO DE JANEIRO;Seropédica;78819;675776.875;8573.78027344
1040;BAHIA;Paripiranga;29727;130894.5703125;4403.22021484
1041;PARANÁ;Mandaguaçu;19270;201923.65625;10478.65039062
1042;BAHIA;Capela do Alto Alegre;12824;39229.1484375;3059.04003906
1043;PERNAMBUCO;Nazaré da Mata;30185;189960.03125;6293.18994141
1044;SERGIPE;Nossa Senhora das Dores;24747;144145.140625;5824.75
1045;PARAÍBA;Princesa Isabel;20017;84892.03125;4241.0
1046;MINAS GERAIS;Campos Gerais;27964;240981.671875;8617.5703125
1047;PIAUÍ;Pavussu;4465;13861.8671875;3104.56005859
1048;MINAS GERAIS;Perdões;20228;238754.328125;11803.16015625
1049;SÃO PAULO;Conchas;16274;207561.140625;12754.16015625
1050;MINAS GERAIS;Cláudio;25938;260494.40625;10042.95996094
1051;BAHIA;Jandaíra;10018;47592.953125;4750.74023438
1052;SÃO PAULO;Salto;109948;2186612.0;19887.68945312
1053;MINAS GERAIS;Pedralva;11351;80380.046875;7081.31982422
1054;RIO GRANDE DO NORTE;São Vicente;6023;25894.69335938;4299.29980469
1055;TOCANTINS;Silvanópolis;5299;57763.875;10900.90039062
1056;RIO GRANDE DO NORTE;Água Nova;2952;13867.89453125;4697.79980469
1057;SÃO PAULO;Sagres;2338;24909.50976562;10654.20019531
1058;PARANÁ;Cafeara;2853;33636.26953125;11789.79003906
1059;MATO GROSSO;Cuiabá;550562;9816819.0;17830.5390625
1060;PARANÁ;Vera Cruz do Oeste;9257;98085.515625;10595.8203125
1061;PARÁ;Santana do Araguaia;55033;286106.03125;5198.81005859
1062;SÃO PAULO;Matão;78222;5187325.0;66315.421875
1063;GOIÁS;Formosa;96284;746357.25;7751.62011719
1064;MINAS GERAIS;São João do Paraíso;22782;97728.765625;4289.74023438
1065;RIO GRANDE DO SUL;Senador Salgado Filho;2940;45900.67578125;15612.46972656
1066;BAHIA;Piatã;18470;61809.6015625;3346.48999023
1067;PARANÁ;Ibaiti;29441;255210.21875;8668.53027344
1068;PIAUÍ;São João da Varjota;4965;13689.92480469;2757.29003906
1069;BAHIA;Aratuípe;8822;31970.6171875;3623.95996094
1070;CEARÁ;Canindé;77552;307797.0;3968.90991211
1071;PARÁ;Santa Luzia do Pará;18417;58426.12890625;3172.39990234
1072;SANTA CATARINA;Monte Carlo;9144;94318.484375;10314.79003906
1073;MARANHÃO;Anajatuba;25063;78903.5625;3148.20996094
1074;MINAS GERAIS;Delfinópolis;6954;101209.515625;14554.13964844
1075;RIO GRANDE DO NORTE;Apodi;35768;263993.9375;7380.72998047
1076;ESPIRITO SANTO;Pinheiros;23874;390701.78125;16365.16015625
1077;RIO GRANDE DO SUL;Amaral Ferrador;6602;61648.3125;9337.8203125
1078;CEARÁ;Banabuiú;18388;76052.234375;4135.97021484
1079;BAHIA;Antônio Cardoso;12589;52209.5390625;4147.22998047
1080;PARÁ;Floresta do Araguaia;15629;178405.46875;11415.03027344
1081;PIAUÍ;Bonfim do Piauí;5376;16210.26757812;3015.30004883
1082;BAHIA;Coração de Maria;23774;98000.1328125;4122.16015625
1083;MARANHÃO;Matinha;21204;59626.1484375;2812.02001953
1084;BAHIA;Itajuípe;20490;114653.1328125;5595.56982422
1085;SÃO PAULO;Rubinéia;2611;32480.0859375;12439.70996094
1086;MARANHÃO;Pedro do Rosário;22856;61557.19140625;2693.26000977
1087;AMAZONAS;Urucará;15780;69487.6171875;4403.52001953
1088;SÃO PAULO;Flórida Paulista;13761;150708.21875;10951.83984375
1089;RONDÔNIA;Alto Paraíso;17569;179099.90625;10194.08984375
1090;PARAÍBA;Nova Palmeira;4087;18423.50976562;4507.83007812
1091;MINAS GERAIS;Fruta de Leite;6426;28000.19335938;4357.33007812
1092;SÃO PAULO;São José do Rio Preto;419632;7879047.5;18776.08984375
1093;TOCANTINS;Carrasco Bonito;3428;17363.93945312;5065.33007812
1094;MARANHÃO;São Bento;39312;105918.0234375;2694.29003906
1095;PIAUÍ;Piracuruca;26499;95474.390625;3602.93994141
1096;RIO GRANDE DO SUL;Toropi;3138;33232.0625;10590.20019531
1097;GOIÁS;Goiânia;1281975;21386530.0;16682.49023438
1098;MINAS GERAIS;Iturama;33231;561480.75;16896.2890625
1099;PARANÁ;Piraquara;87285;479121.625;5489.16015625
1100;SANTA CATARINA;Benedito Novo;10335;119515.8359375;11564.1796875
1101;PARANÁ;Paula Freitas;5751;82812.2734375;14399.62988281
1102;RONDÔNIA;Cacoal;78675;908886.375;11552.41992188
1103;MARANHÃO;Urbano Santos;22938;72605.1171875;3165.2800293
1104;PARANÁ;Conselheiro Mairinck;3700;31834.11132812;8603.80957031
1105;MATO GROSSO DO SUL;Bela Vista;23726;224436.546875;9459.51953125
1106;SANTA CATARINA;Coronel Freitas;10520;165294.203125;15712.37988281
1107;PARAÍBA;Sossêgo;3089;12804.03125;4145.04003906
1108;BAHIA;Serra Dourada;17858;73857.125;4135.79980469
1109;MINAS GERAIS;Cantagalo;4132;20845.33789062;5044.85009766
1110;RIO GRANDE DO SUL;Tiradentes do Sul;6991;63663.21875;9106.45019531
1111;MATO GROSSO;Juara;33246;638522.3125;19205.99023438
1112;RIO GRANDE DO NORTE;Macau;28157;351046.15625;12467.45996094
1113;RIO GRANDE DO NORTE;Governador Dix-Sept Rosado;12835;99473.234375;7750.14990234
1114;MINAS GERAIS;Bertópolis;4780;25044.66210938;5239.47021484
1115;PARANÁ;Nova Prata do Iguaçu;10822;111186.0703125;10274.08007812
1116;TOCANTINS;Augustinópolis;15469;88066.859375;5693.12011719
1117;MINAS GERAIS;São João da Mata;2981;25577.03710938;8580.01953125
1118;RIO GRANDE DO NORTE;Vila Flor;2745;15206.66503906;5539.77001953
1119;PARAÍBA;São Sebastião de Lagoa de Roça;11320;41455.34375;3662.12988281
1120;RIO GRANDE DO SUL;Doutor Maurício Cardoso;5424;87776.3203125;16182.95019531
1121;RIO GRANDE DO NORTE;Patu;11671;48704.7890625;4173.14990234
1122;SÃO PAULO;São José do Rio Pardo;53281;1017558.25;19097.9609375
1123;SÃO PAULO;Ubirajara;4472;45077.65625;10079.98046875
1124;ESPIRITO SANTO;Venda Nova do Imigrante;20028;232603.6875;11613.91992188
1125;GOIÁS;Montividiu do Norte;4702;29883.86914062;6355.56982422
1126;MINAS GERAIS;Coqueiral;9747;90365.3359375;9271.08984375
1127;SÃO PAULO;Caiuá;5447;101315.828125;18600.30078125
1128;RIO GRANDE DO SUL;Itapuca;2465;30261.02734375;12276.28027344
1129;CEARÁ;General Sampaio;6654;25142.140625;3778.5
1130;RIO GRANDE DO SUL;Centenário;3100;34176.51953125;11024.6796875
1131;RIO GRANDE DO SUL;Poço das Antas;2098;25569.375;12187.5
1132;SÃO PAULO;Ibitinga;53148;711619.875;13389.40039062
1133;MINAS GERAIS;Guarará;4114;25999.40429688;6319.74023438
1134;PARANÁ;Campina do Simão;4272;40686.328125;9523.95019531
1135;MATO GROSSO;Tabaporã;10760;192724.125;17911.16015625
1136;PARAÍBA;Olivedos;3622;16201.1015625;4472.97021484
1137;TOCANTINS;Taipas do Tocantins;1999;11962.875;5984.43017578
1138;MINAS GERAIS;Cássia;17587;189470.96875;10773.34960938
1139;PERNAMBUCO;Bom Jardim;40924;155675.359375;3804.01000977
1140;PARANÁ;Campo Largo;112548;1341769.875;11921.75976562
1141;ALAGOAS;Major Isidoro;19530;73942.796875;3786.11010742
1142;RIO GRANDE DO SUL;Cotiporã;4887;91603.8125;18744.390625
1143;AMAZONAS;Autazes;31774;136269.859375;4288.72021484
1144;MINAS GERAIS;Monsenhor Paulo;7582;91459.2890625;12062.69042969
1145;BAHIA;Conceição da Feira;20117;91810.5546875;4563.83007812
1146;MINAS GERAIS;Centralina;10557;97284.4921875;9215.16015625
1147;MINAS GERAIS;Santana de Pirapama;8820;58472.24609375;6629.50976562
1148;SANTA CATARINA;Tigrinhos;1768;21709.40429688;12279.0703125
1149;PARAÍBA;Quixabá;1488;8294.52832031;5574.27978516
1150;PARÁ;Curuá;12984;51835.18359375;3992.23999023
1151;CEARÁ;Jati;7518;28813.19335938;3832.56005859
1152;MARANHÃO;Apicum-Açu;13890;37902.859375;2728.79003906
1153;SERGIPE;Siriri;7946;77082.734375;9700.8203125
1154;SÃO PAULO;Rifaina;3826;35500.32421875;9278.70996094
1155;TOCANTINS;Tocantinópolis;21826;124657.0;5711.39990234
1156;CEARÁ;Umari;7891;25433.55859375;3223.11010742
1157;PIAUÍ;Cabeceiras do Piauí;9826;32028.62890625;3259.58007812
1158;MINAS GERAIS;Barra Longa;7050;37351.96875;5298.14990234
1159;SÃO PAULO;Lourdes;2032;24232.84960938;11925.62011719
1160;RIO GRANDE DO SUL;Pirapó;2979;29192.28320312;9799.36035156
1161;RIO GRANDE DO NORTE;Serra do Mel;9627;63727.42578125;6619.66015625
1162;ESPIRITO SANTO;Itarana;10667;87713.796875;8222.91015625
1163;SANTA CATARINA;Faxinal dos Guedes;10585;209834.78125;19823.7890625
1164;MARANHÃO;Viana;49348;149946.109375;3038.54003906
1165;CEARÁ;Itaiçaba;7955;27905.3046875;3507.89990234
1166;BAHIA;Rio do Pires;11612;36504.28125;3143.66992188
1167;GOIÁS;Sítio d'Abadia;3510;22326.18945312;6360.74023438
1168;ALAGOAS;Colônia Leopoldina;20181;106579.515625;5281.18017578
1169;BAHIA;Antas;17583;54676.39453125;3109.62011719
1170;MINAS GERAIS;Fama;2259;24727.68554688;10946.29980469
1171;RIO GRANDE DO SUL;Barra do Quaraí;3873;108110.9609375;27914.00976562
1172;CEARÁ;Miraíma;12737;37922.73046875;2977.37011719
1173;BAHIA;Buerarema;20830;100712.015625;4834.95019531
1174;RIO GRANDE DO SUL;Nova Alvorada;3258;74690.0625;22925.13085938
1175;MINAS GERAIS;Caratinga;85472;684352.375;8006.74023438
1176;PERNAMBUCO;Correntes;16686;69621.140625;4172.43017578
1177;MATO GROSSO DO SUL;Anaurilândia;8697;106112.8203125;12201.08007812
1178;MATO GROSSO;Cláudia;11148;168539.03125;15118.3203125
1179;RIO GRANDE DO SUL;Morro Redondo;6477;67334.1640625;10395.88964844
1180;MINAS GERAIS;Ervália;18855;114948.84375;6096.45996094
1181;SANTA CATARINA;Capinzal;18996;579022.8125;30481.30078125
1182;RONDÔNIA;São Francisco do Guaporé;16491;204591.984375;12406.28027344
1183;RIO GRANDE DO SUL;Horizontina;19131;531785.875;27797.08007812
1184;SÃO PAULO;Torrinha;9278;89145.484375;9608.26953125
1185;RIO GRANDE DO SUL;Ernestina;3094;60428.63671875;19530.91015625
1186;RIO GRANDE DO NORTE;Baraúna;24347;130860.6796875;5374.81982422
1187;MATO GROSSO DO SUL;Jardim;24174;217905.640625;9014.04980469
1188;PARAÍBA;Livramento;7330;28879.02539062;3939.84008789
1189;BAHIA;Boquira;22521;67164.5625;2982.31005859
1190;ESPIRITO SANTO;Colatina;111365;1724502.25;15485.13964844
1191;PARAÍBA;Marcação;7606;33224.39453125;4368.18017578
1192;SÃO PAULO;Urupês;12388;157686.28125;12728.95019531
1193;PARANÁ;Pitanga;35052;355735.15625;10148.78027344
1194;PIAUÍ;Aroazes;6019;24428.75195312;4058.61010742
1195;MATO GROSSO;Querência;11570;509606.8125;44045.53125
1196;SÃO PAULO;Alumínio;16427;1693931.125;103118.7109375
1197;PARAÍBA;Condado;6925;32832.8359375;4741.20019531
